Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,};
Customers = {11,12,13,14,15,16,17,18,19,20,};
Depot_N1 = {21};

v = 1.0;
C = 700.0;
Q = 77.75;
g = 3.47;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	77.0
4	:	77.0
5	:	21.0
6	:	21.0
7	:	22.0
8	:	22.0
9	:	39.0
10	:	39.0
11	:	62.0
12	:	20.0
13	:	70.0
14	:	20.0
15	:	38.0
16	:	34.0
17	:	25.0
18	:	22.0
19	:	35.0
20	:	16.0
21	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	52.0
4	:	52.0
5	:	83.0
6	:	83.0
7	:	34.0
8	:	34.0
9	:	26.0
10	:	26.0
11	:	40.0
12	:	55.0
13	:	58.0
14	:	85.0
15	:	15.0
16	:	60.0
17	:	50.0
18	:	66.0
19	:	66.0
20	:	42.0
21	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	10.0
12	:	10.0
13	:	20.0
14	:	40.0
15	:	40.0
16	:	20.0
17	:	10.0
18	:	40.0
19	:	10.0
20	:	20.0
21	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	1808.0
12	:	2737.0
13	:	321.0
14	:	693.0
15	:	0.0
16	:	12.0
17	:	2925.0
18	:	1078.0
19	:	28.0
20	:	2544.0
21	:	0.0
]#;

l = #[
0	:	3390.0
1	:	3390.0
2	:	3390.0
3	:	3390.0
4	:	3390.0
5	:	3390.0
6	:	3390.0
7	:	3390.0
8	:	3390.0
9	:	3390.0
10	:	3390.0
11	:	1968.0
12	:	2897.0
13	:	481.0
14	:	853.0
15	:	3264.0
16	:	172.0
17	:	3085.0
18	:	1238.0
19	:	188.0
20	:	2704.0
21	:	3390.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	90.0
12	:	90.0
13	:	90.0
14	:	90.0
15	:	90.0
16	:	90.0
17	:	90.0
18	:	90.0
19	:	90.0
20	:	90.0
21	:	0.0
]#;
