Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,};
Customers = {9,10,11,12,13,14,15,16,17,18,};
Depot_N1 = {19};

v = 1.0;
C = 1000.0;
Q = 77.75;
g = 0.39;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	57.0
4	:	57.0
5	:	14.0
6	:	14.0
7	:	39.0
8	:	39.0
9	:	26.0
10	:	5.0
11	:	49.0
12	:	24.0
13	:	65.0
14	:	55.0
15	:	61.0
16	:	40.0
17	:	55.0
18	:	6.0
19	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	82.0
4	:	82.0
5	:	59.0
6	:	59.0
7	:	26.0
8	:	26.0
9	:	52.0
10	:	45.0
11	:	58.0
12	:	58.0
13	:	35.0
14	:	85.0
15	:	52.0
16	:	15.0
17	:	60.0
18	:	68.0
19	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	9.0
10	:	10.0
11	:	10.0
12	:	19.0
13	:	3.0
14	:	20.0
15	:	3.0
16	:	40.0
17	:	16.0
18	:	30.0
19	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	218.0
10	:	198.0
11	:	784.0
12	:	561.0
13	:	138.0
14	:	102.0
15	:	317.0
16	:	621.0
17	:	557.0
18	:	39.0
19	:	0.0
]#;

l = #[
0	:	960.0
1	:	960.0
2	:	960.0
3	:	960.0
4	:	960.0
5	:	960.0
6	:	960.0
7	:	960.0
8	:	960.0
9	:	338.0
10	:	318.0
11	:	904.0
12	:	681.0
13	:	258.0
14	:	222.0
15	:	437.0
16	:	741.0
17	:	677.0
18	:	159.0
19	:	960.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	10.0
10	:	10.0
11	:	10.0
12	:	10.0
13	:	10.0
14	:	10.0
15	:	10.0
16	:	10.0
17	:	10.0
18	:	10.0
19	:	0.0
]#;
