Depot_0 = {0};
Stations = {1,2,3,4,5,6,};
Customers = {7,8,9,10,11,12,13,14,15,16,};
Depot_N1 = {17};

v = 1.0;
C = 700.0;
Q = 77.75;
g = 3.47;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	57.0
4	:	57.0
5	:	39.0
6	:	39.0
7	:	34.0
8	:	28.0
9	:	30.0
10	:	35.0
11	:	65.0
12	:	45.0
13	:	47.0
14	:	55.0
15	:	40.0
16	:	20.0
17	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	82.0
4	:	82.0
5	:	26.0
6	:	26.0
7	:	60.0
8	:	70.0
9	:	35.0
10	:	5.0
11	:	82.0
12	:	65.0
13	:	35.0
14	:	80.0
15	:	5.0
16	:	80.0
17	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	20.0
8	:	10.0
9	:	10.0
10	:	20.0
11	:	10.0
12	:	20.0
13	:	10.0
14	:	10.0
15	:	30.0
16	:	40.0
17	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	12.0
8	:	138.0
9	:	227.0
10	:	1312.0
11	:	429.0
12	:	1099.0
13	:	2633.0
14	:	810.0
15	:	1497.0
16	:	331.0
17	:	0.0
]#;

l = #[
0	:	3390.0
1	:	3390.0
2	:	3390.0
3	:	3390.0
4	:	3390.0
5	:	3390.0
6	:	3390.0
7	:	332.0
8	:	458.0
9	:	547.0
10	:	1632.0
11	:	749.0
12	:	1419.0
13	:	2953.0
14	:	1130.0
15	:	1817.0
16	:	651.0
17	:	3390.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	90.0
8	:	90.0
9	:	90.0
10	:	90.0
11	:	90.0
12	:	90.0
13	:	90.0
14	:	90.0
15	:	90.0
16	:	90.0
17	:	0.0
]#;
