Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,};
Customers = {11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,};
Depot_N1 = {26};

v = 1.0;
C = 200.0;
Q = 77.75;
g = 0.39;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	31.0
4	:	31.0
5	:	39.0
6	:	39.0
7	:	61.0
8	:	61.0
9	:	77.0
10	:	77.0
11	:	18.0
12	:	10.0
13	:	58.0
14	:	55.0
15	:	20.0
16	:	18.0
17	:	42.0
18	:	35.0
19	:	38.0
20	:	37.0
21	:	20.0
22	:	60.0
23	:	85.0
24	:	65.0
25	:	41.0
26	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	84.0
4	:	84.0
5	:	26.0
6	:	26.0
7	:	14.0
8	:	14.0
9	:	30.0
10	:	30.0
11	:	75.0
12	:	40.0
13	:	75.0
14	:	60.0
15	:	82.0
16	:	80.0
17	:	10.0
18	:	5.0
19	:	5.0
20	:	31.0
21	:	50.0
22	:	85.0
23	:	25.0
24	:	20.0
25	:	37.0
26	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	20.0
12	:	30.0
13	:	20.0
14	:	16.0
15	:	10.0
16	:	10.0
17	:	40.0
18	:	20.0
19	:	30.0
20	:	14.0
21	:	5.0
22	:	30.0
23	:	10.0
24	:	6.0
25	:	16.0
26	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	53.0
12	:	54.0
13	:	66.0
14	:	100.0
15	:	38.0
16	:	70.0
17	:	64.0
18	:	79.0
19	:	55.0
20	:	74.0
21	:	20.0
22	:	96.0
23	:	68.0
24	:	60.0
25	:	14.0
26	:	0.0
]#;

l = #[
0	:	240.0
1	:	240.0
2	:	240.0
3	:	240.0
4	:	240.0
5	:	240.0
6	:	240.0
7	:	240.0
8	:	240.0
9	:	240.0
10	:	240.0
11	:	187.0
12	:	154.0
13	:	184.0
14	:	211.0
15	:	192.0
16	:	192.0
17	:	182.0
18	:	184.0
19	:	184.0
20	:	192.0
21	:	136.0
22	:	189.0
23	:	178.0
24	:	190.0
25	:	146.0
26	:	240.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	10.0
12	:	10.0
13	:	10.0
14	:	10.0
15	:	10.0
16	:	10.0
17	:	10.0
18	:	10.0
19	:	10.0
20	:	10.0
21	:	10.0
22	:	10.0
23	:	10.0
24	:	10.0
25	:	10.0
26	:	0.0
]#;
