Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,};
Customers = {13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,};
Depot_N1 = {28};

v = 1.0;
C = 1000.0;
Q = 60.63;
g = 0.49;
h = 1.0;

XCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	28.0
4	:	28.0
5	:	15.0
6	:	15.0
7	:	21.0
8	:	21.0
9	:	34.0
10	:	34.0
11	:	64.0
12	:	64.0
13	:	57.0
14	:	11.0
15	:	55.0
16	:	5.0
17	:	65.0
18	:	42.0
19	:	37.0
20	:	16.0
21	:	28.0
22	:	2.0
23	:	12.0
24	:	13.0
25	:	24.0
26	:	47.0
27	:	20.0
28	:	35.0
]#;

YCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	62.0
4	:	62.0
5	:	42.0
6	:	42.0
7	:	22.0
8	:	22.0
9	:	16.0
10	:	16.0
11	:	19.0
12	:	19.0
13	:	48.0
14	:	14.0
15	:	5.0
16	:	5.0
17	:	20.0
18	:	7.0
19	:	56.0
20	:	22.0
21	:	18.0
22	:	48.0
23	:	24.0
24	:	52.0
25	:	12.0
26	:	16.0
27	:	65.0
28	:	35.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	23.0
14	:	18.0
15	:	29.0
16	:	16.0
17	:	6.0
18	:	5.0
19	:	5.0
20	:	41.0
21	:	26.0
22	:	1.0
23	:	13.0
24	:	36.0
25	:	5.0
26	:	25.0
27	:	12.0
28	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	42.0
15	:	53.0
16	:	0.0
17	:	418.0
18	:	782.0
19	:	0.0
20	:	552.0
21	:	530.0
22	:	46.0
23	:	329.0
24	:	418.0
25	:	0.0
26	:	104.0
27	:	0.0
28	:	0.0
]#;

l = #[
0	:	1000.0
1	:	1000.0
2	:	1000.0
3	:	1000.0
4	:	1000.0
5	:	1000.0
6	:	1000.0
7	:	1000.0
8	:	1000.0
9	:	1000.0
10	:	1000.0
11	:	1000.0
12	:	1000.0
13	:	964.0
14	:	178.0
15	:	233.0
16	:	947.0
17	:	532.0
18	:	912.0
19	:	968.0
20	:	744.0
21	:	568.0
22	:	182.0
23	:	551.0
24	:	558.0
25	:	964.0
26	:	252.0
27	:	956.0
28	:	1000.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	10.0
14	:	10.0
15	:	10.0
16	:	10.0
17	:	10.0
18	:	10.0
19	:	10.0
20	:	10.0
21	:	10.0
22	:	10.0
23	:	10.0
24	:	10.0
25	:	10.0
26	:	10.0
27	:	10.0
28	:	0.0
]#;
