Depot_0 = {0};
Stations = {1,2,3,4,5,6,7,8,9,10,11,12,13,14,};
Customers = {15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,};
Depot_N1 = {30};

v = 1.0;
C = 1000.0;
Q = 77.75;
g = 0.39;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	21.0
4	:	21.0
5	:	14.0
6	:	14.0
7	:	10.0
8	:	10.0
9	:	22.0
10	:	22.0
11	:	27.0
12	:	27.0
13	:	61.0
14	:	61.0
15	:	6.0
16	:	10.0
17	:	45.0
18	:	22.0
19	:	26.0
20	:	42.0
21	:	25.0
22	:	65.0
23	:	20.0
24	:	5.0
25	:	40.0
26	:	42.0
27	:	60.0
28	:	42.0
29	:	21.0
30	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	83.0
4	:	83.0
5	:	59.0
6	:	59.0
7	:	28.0
8	:	28.0
9	:	34.0
10	:	34.0
11	:	10.0
12	:	10.0
13	:	14.0
14	:	14.0
15	:	68.0
16	:	40.0
17	:	65.0
18	:	75.0
19	:	52.0
20	:	12.0
21	:	85.0
22	:	20.0
23	:	20.0
24	:	5.0
25	:	15.0
26	:	15.0
27	:	12.0
28	:	5.0
29	:	24.0
30	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	30.0
16	:	30.0
17	:	9.0
18	:	30.0
19	:	9.0
20	:	10.0
21	:	20.0
22	:	6.0
23	:	8.0
24	:	16.0
25	:	40.0
26	:	10.0
27	:	31.0
28	:	10.0
29	:	28.0
30	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	39.0
16	:	0.0
17	:	618.0
18	:	0.0
19	:	0.0
20	:	0.0
21	:	300.0
22	:	0.0
23	:	0.0
24	:	0.0
25	:	0.0
26	:	208.0
27	:	0.0
28	:	0.0
29	:	0.0
30	:	0.0
]#;

l = #[
0	:	960.0
1	:	960.0
2	:	960.0
3	:	960.0
4	:	960.0
5	:	960.0
6	:	960.0
7	:	960.0
8	:	960.0
9	:	960.0
10	:	960.0
11	:	960.0
12	:	960.0
13	:	960.0
14	:	960.0
15	:	159.0
16	:	918.0
17	:	738.0
18	:	919.0
19	:	935.0
20	:	911.0
21	:	420.0
22	:	910.0
23	:	913.0
24	:	879.0
25	:	915.0
26	:	328.0
27	:	907.0
28	:	904.0
29	:	917.0
30	:	960.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	0.0
8	:	0.0
9	:	0.0
10	:	0.0
11	:	0.0
12	:	0.0
13	:	0.0
14	:	0.0
15	:	10.0
16	:	10.0
17	:	10.0
18	:	10.0
19	:	10.0
20	:	10.0
21	:	10.0
22	:	10.0
23	:	10.0
24	:	10.0
25	:	10.0
26	:	10.0
27	:	10.0
28	:	10.0
29	:	10.0
30	:	0.0
]#;
