Depot_0 = {0};
Stations = {1,2,3,4,5,6,};
Customers = {7,8,9,10,11,};
Depot_N1 = {12};

v = 1.0;
C = 200.0;
Q = 77.75;
g = 3.47;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	31.0
4	:	31.0
5	:	39.0
6	:	39.0
7	:	20.0
8	:	25.0
9	:	55.0
10	:	68.0
11	:	48.0
12	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	84.0
4	:	84.0
5	:	26.0
6	:	26.0
7	:	55.0
8	:	85.0
9	:	85.0
10	:	60.0
11	:	30.0
12	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	10.0
8	:	20.0
9	:	20.0
10	:	30.0
11	:	10.0
12	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	355.0
8	:	176.0
9	:	744.0
10	:	737.0
11	:	263.0
12	:	0.0
]#;

l = #[
0	:	1236.0
1	:	1236.0
2	:	1236.0
3	:	1236.0
4	:	1236.0
5	:	1236.0
6	:	1236.0
7	:	407.0
8	:	228.0
9	:	798.0
10	:	809.0
11	:	325.0
12	:	1236.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	90.0
8	:	90.0
9	:	90.0
10	:	90.0
11	:	90.0
12	:	0.0
]#;
