Depot_0 = {0};
Stations = {1,2,3,4,5,6,};
Customers = {7,8,9,10,11,};
Depot_N1 = {12};

v = 1.0;
C = 200.0;
Q = 60.63;
g = 0.49;
h = 1.0;

XCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	64.0
4	:	64.0
5	:	21.0
6	:	21.0
7	:	15.0
8	:	41.0
9	:	49.0
10	:	61.0
11	:	25.0
12	:	35.0
]#;

YCoord = #[
0	:	35.0
1	:	35.0
2	:	35.0
3	:	37.0
4	:	37.0
5	:	22.0
6	:	22.0
7	:	19.0
8	:	37.0
9	:	11.0
10	:	52.0
11	:	24.0
12	:	35.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	1.0
8	:	16.0
9	:	18.0
10	:	3.0
11	:	20.0
12	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	77.0
8	:	183.0
9	:	49.0
10	:	158.0
11	:	130.0
12	:	0.0
]#;

l = #[
0	:	230.0
1	:	230.0
2	:	230.0
3	:	230.0
4	:	230.0
5	:	230.0
6	:	230.0
7	:	107.0
8	:	213.0
9	:	79.0
10	:	188.0
11	:	160.0
12	:	230.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	10.0
8	:	10.0
9	:	10.0
10	:	10.0
11	:	10.0
12	:	0.0
]#;
