Depot_0 = {0};
Stations = {1,2,3,4,5,6,};
Customers = {7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,};
Depot_N1 = {22};

v = 1.0;
C = 200.0;
Q = 77.75;
g = 3.47;
h = 1.0;

XCoord = #[
0	:	40.0
1	:	40.0
2	:	40.0
3	:	39.0
4	:	39.0
5	:	77.0
6	:	77.0
7	:	32.0
8	:	63.0
9	:	60.0
10	:	38.0
11	:	48.0
12	:	23.0
13	:	30.0
14	:	25.0
15	:	30.0
16	:	45.0
17	:	47.0
18	:	45.0
19	:	88.0
20	:	70.0
21	:	30.0
22	:	40.0
]#;

YCoord = #[
0	:	50.0
1	:	50.0
2	:	50.0
3	:	26.0
4	:	26.0
5	:	30.0
6	:	30.0
7	:	30.0
8	:	58.0
9	:	60.0
10	:	70.0
11	:	30.0
12	:	52.0
13	:	50.0
14	:	30.0
15	:	30.0
16	:	30.0
17	:	35.0
18	:	68.0
19	:	35.0
20	:	58.0
21	:	35.0
22	:	50.0
]#;

q = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	10.0
8	:	10.0
9	:	10.0
10	:	10.0
11	:	10.0
12	:	10.0
13	:	10.0
14	:	10.0
15	:	10.0
16	:	10.0
17	:	10.0
18	:	10.0
19	:	20.0
20	:	20.0
21	:	10.0
22	:	0.0
]#;

e = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	264.0
8	:	877.0
9	:	733.0
10	:	760.0
11	:	204.0
12	:	263.0
13	:	10.0
14	:	747.0
15	:	393.0
16	:	277.0
17	:	957.0
18	:	19.0
19	:	597.0
20	:	599.0
21	:	664.0
22	:	0.0
]#;

l = #[
0	:	1236.0
1	:	1236.0
2	:	1236.0
3	:	1236.0
4	:	1236.0
5	:	1236.0
6	:	1236.0
7	:	448.0
8	:	1041.0
9	:	1123.0
10	:	1125.0
11	:	384.0
12	:	311.0
13	:	168.0
14	:	965.0
15	:	503.0
16	:	497.0
17	:	1129.0
18	:	206.0
19	:	801.0
20	:	761.0
21	:	788.0
22	:	1236.0
]#;

s = #[
0	:	0.0
1	:	0.0
2	:	0.0
3	:	0.0
4	:	0.0
5	:	0.0
6	:	0.0
7	:	90.0
8	:	90.0
9	:	90.0
10	:	90.0
11	:	90.0
12	:	90.0
13	:	90.0
14	:	90.0
15	:	90.0
16	:	90.0
17	:	90.0
18	:	90.0
19	:	90.0
20	:	90.0
21	:	90.0
22	:	0.0
]#;
